ts,id,T,P
5.545,BARO0,31.48,92512
5.555,BARO0,31.47,92480
5.565,BARO0,31.48,92449
5.575,BARO0,31.49,92454
5.585,BARO0,31.48,92436
5.595,BARO0,31.48,92380
5.605,BARO0,31.49,92397
5.615,BARO0,31.49,92341
5.625,BARO0,31.47,92324
5.635,BARO0,31.47,92305
5.645,BARO0,31.48,92301
5.655,BARO0,31.49,92246
5.665,BARO0,31.47,92230
5.675,BARO0,31.48,92230
5.685,BARO0,31.49,92199
5.695,BARO0,31.48,92182
5.705,BARO0,31.48,92137
5.715,BARO0,31.49,92136
5.725,BARO0,31.51,92060
5.735,BARO0,31.47,92049
5.745,BARO0,31.48,92029
5.755,BARO0,31.48,91962
5.765,BARO0,31.48,91947
5.775,BARO0,31.48,91913
5.785,BARO0,31.48,91873
5.795,BARO0,31.48,91858
5.805,BARO0,31.48,91819
5.815,BARO0,31.46,91760
5.825,BARO0,31.49,91754
5.835,BARO0,31.49,91719
5.845,BARO0,31.46,91687
5.855,BARO0,31.49,91665
5.865,BARO0,31.49,91635
5.875,BARO0,31.48,95400
5.885,BARO0,31.48,91876
5.895,BARO0,31.48,91670
5.905,BARO0,31.47,91581
5.915,BARO0,31.48,91561
5.925,BARO0,31.47,91520
5.935,BARO0,31.48,91451
5.945,BARO0,31.48,91434
5.955,BARO0,31.48,91403
5.965,BARO0,31.47,91385
5.975,BARO0,31.48,91362
5.985,BARO0,31.48,91292
5.995,BARO0,31.47,91294
6.005,BARO0,31.49,91204
6.015,BARO0,31.48,91201
6.025,BARO0,31.47,91145
6.035,BARO0,31.49,91123
6.045,BARO0,31.48,91106
6.055,BARO0,31.47,91037
6.065,BARO0,31.49,90991
6.075,BARO0,31.47,90987
6.085,BARO0,31.47,90927
6.095,BARO0,31.47,90912
6.105,BARO0,31.46,90894
6.115,BARO0,31.49,90881
6.125,BARO0,31.49,90880
6.135,BARO0,31.48,90805
6.145,BARO0,31.47,90800
6.155,BARO0,31.48,90772
6.165,BARO0,31.46,90753
6.175,BARO0,31.47,90746
6.185,BARO0,31.47,90683
6.195,BARO0,31.47,90707
6.205,BARO0,31.46,90653
6.215,BARO0,31.46,90632
6.225,BARO0,31.45,90590
6.235,BARO0,31.47,90563
6.245,BARO0,31.47,90529
6.255,BARO0,31.48,90482
6.265,BARO0,31.47,90478
6.275,BARO0,31.47,90429
6.285,BARO0,31.47,90416
6.295,BARO0,31.48,90391
6.305,BARO0,31.47,90333
6.315,BARO0,31.46,90350
6.325,BARO0,31.47,90255
6.335,BARO0,31.46,90265
6.345,BARO0,31.46,90216
6.355,BARO0,31.45,90166
6.365,BARO0,31.46,90150
6.375,BARO0,31.47,90103
6.385,BARO0,31.47,90035
6.395,BARO0,31.47,90038
6.405,BARO0,31.46,89978
6.415,BARO0,31.46,89942
6.425,BARO0,31.46,89948
6.435,BARO0,31.46,89888
6.445,BARO0,31.46,89852
6.455,BARO0,31.46,89823
6.465,BARO0,31.46,89776
6.475,BARO0,31.46,89783
6.485,BARO0,31.47,89749
6.495,BARO0,31.46,89705
6.505,BARO0,31.47,89709
6.515,BARO0,31.46,89651
6.525,BARO0,31.47,89619
6.535,BARO0,31.47,89580
6.545,BARO0,31.47,89570
6.555,BARO0,31.47,89561
6.565,BARO0,31.45,89550
6.575,BARO0,31.46,89501
6.585,BARO0,31.45,89468
6.595,BARO0,31.46,89457
6.605,BARO0,31.45,89420
6.615,BARO0,31.47,89413
6.625,BARO0,31.45,89382
6.635,BARO0,31.44,89321
6.645,BARO0,31.46,89297
6.655,BARO0,31.47,89229
6.665,BARO0,31.44,89266
6.675,BARO0,31.45,89227
6.685,BARO0,31.46,89230
6.695,BARO0,31.46,89166
6.705,BARO0,31.44,89175
6.715,BARO0,31.45,89120
6.725,BARO0,31.46,89074
6.735,BARO0,31.46,89105
6.745,BARO0,31.46,89032
6.755,BARO0,31.45,88995
6.765,BARO0,31.45,88990
6.775,BARO0,31.45,88936
6.785,BARO0,31.45,88922
6.795,BARO0,31.45,88879
6.805,BARO0,31.45,88883
6.815,BARO0,31.46,88835
6.825,BARO0,31.45,88805
6.835,BARO0,31.45,88769
6.845,BARO0,31.45,88721
6.855,BARO0,31.45,88717
6.865,BARO0,31.45,88662
6.875,BARO0,31.45,88667
6.885,BARO0,31.45,88631
6.895,BARO0,31.44,88551
6.905,BARO0,31.46,88516
6.915,BARO0,31.44,88512
6.925,BARO0,31.44,88495
6.935,BARO0,31.45,88426
6.945,BARO0,31.45,88433
6.955,BARO0,31.44,88400
6.965,BARO0,31.45,88370
6.975,BARO0,31.45,88343
6.985,BARO0,31.45,88348
6.995,BARO0,31.44,88315
7.005,BARO0,31.45,88243
7.015,BARO0,31.44,88235
7.025,BARO0,31.43,88212
7.035,BARO0,31.44,88185
7.045,BARO0,31.45,88144
7.055,BARO0,31.45,88115
7.065,BARO0,31.43,88083
7.075,BARO0,31.44,88064
7.085,BARO0,31.44,88073
7.095,BARO0,31.44,88014
7.105,BARO0,31.43,87982
7.115,BARO0,31.43,87978
7.125,BARO0,31.45,87941
7.135,BARO0,31.45,87967
7.145,BARO0,31.46,87893
7.155,BARO0,31.45,87807
7.165,BARO0,31.43,87835
7.175,BARO0,31.44,87807
7.185,BARO0,31.44,87787
7.195,BARO0,31.44,87758
7.205,BARO0,31.43,87750
7.215,BARO0,31.45,87698
7.225,BARO0,31.45,87662
7.235,BARO0,31.44,87650
7.245,BARO0,31.44,87611
7.255,BARO0,31.43,87582
7.265,BARO0,31.45,87569
7.275,BARO0,31.43,87550
7.285,BARO0,31.44,87522
7.295,BARO0,31.44,87464
7.305,BARO0,31.43,87425
7.315,BARO0,31.43,87437
7.325,BARO0,31.42,87389
7.335,BARO0,31.44,87352
7.345,BARO0,31.44,87344
7.355,BARO0,31.42,87284
7.365,BARO0,31.43,87278
7.375,BARO0,31.44,87237
7.385,BARO0,31.44,87224
7.395,BARO0,31.44,87211
7.405,BARO0,31.44,87170
7.415,BARO0,31.43,87147
7.425,BARO0,31.43,87131
7.435,BARO0,31.44,87094
7.445,BARO0,31.43,87017
7.455,BARO0,31.44,87005
7.465,BARO0,31.42,87004
