ts,id,T,P
4.505,BARO0,34.86,94637
4.515,BARO0,34.89,94636
4.525,BARO0,34.84,94618
4.535,BARO0,34.86,94556
4.545,BARO0,34.87,94559
4.555,BARO0,34.87,94530
4.565,BARO0,34.84,94466
4.575,BARO0,34.86,94431
4.585,BARO0,34.85,94387
4.595,BARO0,34.85,94364
4.605,BARO0,34.86,94356
4.615,BARO0,34.86,94281
4.625,BARO0,34.86,94233
4.635,BARO0,34.86,94255
4.645,BARO0,34.86,94186
4.655,BARO0,34.85,94162
4.665,BARO0,34.86,94129
4.675,BARO0,34.86,94093
4.685,BARO0,34.85,94067
4.695,BARO0,34.85,94065
4.705,BARO0,34.86,94012
4.715,BARO0,34.85,93992
4.725,BARO0,34.85,93981
4.735,BARO0,34.85,93930
4.745,BARO0,34.83,93901
4.755,BARO0,34.85,93900
4.765,BARO0,34.84,93880
4.775,BARO0,34.84,93832
4.785,BARO0,34.84,93820
4.795,BARO0,34.83,93779
4.805,BARO0,34.83,93747
4.815,BARO0,34.83,93755
4.825,BARO0,34.84,93710
4.835,BARO0,34.82,93689
4.845,BARO0,34.83,93685
4.855,BARO0,34.83,93625
4.865,BARO0,34.84,93597
4.875,BARO0,34.83,93553
4.885,BARO0,34.84,93522
4.895,BARO0,34.83,93484
4.905,BARO0,34.81,93462
4.915,BARO0,34.84,93416
4.925,BARO0,34.84,93369
4.935,BARO0,34.83,93333
4.945,BARO0,34.81,93322
4.955,BARO0,34.84,93270
4.965,BARO0,34.82,93237
4.975,BARO0,34.82,93217
4.985,BARO0,34.82,93196
4.995,BARO0,34.83,93162
5.005,BARO0,34.82,93132
5.015,BARO0,34.82,93110
5.025,BARO0,34.83,93067
5.035,BARO0,34.81,93071
5.045,BARO0,34.8,93052
5.055,BARO0,34.79,93004
5.065,BARO0,34.81,92965
5.075,BARO0,34.81,92940
5.085,BARO0,34.81,92919
5.095,BARO0,34.8,92888
5.105,BARO0,34.8,92870
5.115,BARO0,34.8,92804
5.125,BARO0,34.81,92790
5.135,BARO0,34.8,92789
5.145,BARO0,34.81,92753
5.155,BARO0,34.82,92736
5.165,BARO0,34.81,92704
5.175,BARO0,34.8,92662
5.185,BARO0,34.8,92637
5.195,BARO0,34.8,92592
5.205,BARO0,34.8,92560
5.215,BARO0,34.78,92535
5.225,BARO0,34.81,92532
5.235,BARO0,34.78,92475
5.245,BARO0,34.8,92442
5.255,BARO0,34.81,92417
5.265,BARO0,34.78,92395
5.275,BARO0,34.79,92350
5.285,BARO0,34.79,92321
5.295,BARO0,34.79,92287
5.305,BARO0,34.8,92269
5.315,BARO0,34.76,92219
5.325,BARO0,34.79,92214
5.335,BARO0,34.8,92176
5.345,BARO0,34.77,92159
5.355,BARO0,34.77,92104
5.365,BARO0,34.78,92098
5.375,BARO0,34.78,92059
5.385,BARO0,34.77,92030
5.395,BARO0,34.78,91999
5.405,BARO0,34.79,91983
5.415,BARO0,34.78,91938
5.425,BARO0,34.79,91919
5.435,BARO0,34.77,91905
5.445,BARO0,34.76,91869
5.455,BARO0,34.77,91835
5.465,BARO0,34.76,91824
5.475,BARO0,34.77,91806
5.485,BARO0,34.76,91790
5.495,BARO0,34.77,91750
5.505,BARO0,34.79,91712
5.515,BARO0,34.77,91711
5.525,BARO0,34.79,91675
5.535,BARO0,34.75,91651
5.545,BARO0,34.77,91601
5.555,BARO0,34.75,91567
