ts,id,T,P
5.785,BARO0,38.74,87976
5.795,BARO0,38.75,87936
5.805,BARO0,38.77,87854
5.815,BARO0,38.77,87810
5.825,BARO0,38.77,87719
5.835,BARO0,38.76,87739
5.845,BARO0,38.75,87657
5.855,BARO0,38.77,87616
5.865,BARO0,38.78,87564
5.875,BARO0,38.78,87534
5.885,BARO0,38.75,87481
5.895,BARO0,38.78,87454
5.905,BARO0,38.75,87406
5.915,BARO0,38.78,87391
5.925,BARO0,38.76,87373
5.935,BARO0,38.76,87384
5.945,BARO0,38.76,87380
5.955,BARO0,38.74,87335
5.965,BARO0,38.77,87354
5.975,BARO0,38.76,87325
5.985,BARO0,38.74,87351
5.995,BARO0,38.76,87366
6.005,BARO0,38.76,87321
6.015,BARO0,38.74,87322
6.025,BARO0,38.76,87340
6.035,BARO0,38.76,87339
6.045,BARO0,38.75,87343
6.055,BARO0,38.75,87313
6.065,BARO0,38.76,87284
6.075,BARO0,38.75,87327
6.085,BARO0,38.75,87298
6.095,BARO0,38.76,87283
6.105,BARO0,38.76,87313
6.115,BARO0,38.75,87267
6.125,BARO0,38.75,87295
6.135,BARO0,38.75,87320
6.145,BARO0,38.73,87328
6.155,BARO0,38.75,87330
6.165,BARO0,38.75,87311
6.175,BARO0,38.74,87326
6.185,BARO0,38.74,87312
6.195,BARO0,38.75,87272
6.205,BARO0,38.73,87308
6.215,BARO0,38.74,87261
6.225,BARO0,38.75,87307
6.235,BARO0,38.74,87237
6.245,BARO0,38.74,87309
6.255,BARO0,38.74,87270
6.265,BARO0,38.75,87290
6.275,BARO0,38.72,87235
6.285,BARO0,38.74,87301
6.295,BARO0,38.74,87318
6.305,BARO0,38.73,87280
6.315,BARO0,38.73,87221
6.325,BARO0,38.73,87168
6.335,BARO0,38.73,87209
6.345,BARO0,38.75,87127
6.355,BARO0,38.73,87114
6.365,BARO0,38.73,87099
6.375,BARO0,38.72,87055
6.385,BARO0,38.73,87027
6.395,BARO0,38.73,86957
6.405,BARO0,38.74,86945
6.415,BARO0,38.73,86964
6.425,BARO0,38.73,86890
6.435,BARO0,38.73,86871
6.445,BARO0,38.73,86818
6.455,BARO0,38.74,86851
6.465,BARO0,38.72,86780
6.475,BARO0,38.72,86779
6.485,BARO0,38.73,86777
6.495,BARO0,38.74,86725
6.505,BARO0,38.72,86668
6.515,BARO0,38.72,86595
6.525,BARO0,38.72,86569
6.535,BARO0,38.72,86470
6.545,BARO0,38.72,86456
6.555,BARO0,38.71,86401
6.565,BARO0,38.71,86288
6.575,BARO0,38.73,86235
6.585,BARO0,38.71,86221
6.595,BARO0,38.7,86176
6.605,BARO0,38.73,86133
6.615,BARO0,38.72,86070
6.625,BARO0,38.71,86020
6.635,BARO0,38.71,85988
6.645,BARO0,38.73,85925
6.655,BARO0,38.7,85895
6.665,BARO0,38.69,85804
6.675,BARO0,38.71,85798
6.685,BARO0,38.73,85747
6.695,BARO0,38.71,85655
6.705,BARO0,38.72,85629
6.715,BARO0,38.71,85641
6.725,BARO0,38.72,85588
6.735,BARO0,38.71,85540
6.745,BARO0,38.7,85514
6.755,BARO0,38.71,85559
6.765,BARO0,38.71,85583
6.775,BARO0,38.71,85582
6.785,BARO0,38.71,85571
6.795,BARO0,38.71,85533
6.805,BARO0,38.71,85551
6.815,BARO0,38.7,85511
6.825,BARO0,38.7,85539
6.835,BARO0,38.69,85553
6.845,BARO0,38.71,85509
6.855,BARO0,38.7,85509
6.865,BARO0,38.71,85488
6.875,BARO0,38.7,85528
6.885,BARO0,38.7,85527
6.895,BARO0,38.71,85522
6.905,BARO0,38.69,85485
6.915,BARO0,38.69,85468
6.925,BARO0,38.68,85477
6.935,BARO0,38.7,85456
6.945,BARO0,38.69,85429
6.955,BARO0,38.67,85399
6.965,BARO0,38.71,85408
6.975,BARO0,38.68,85365
6.985,BARO0,38.68,85325
6.995,BARO0,38.69,85305
7.005,BARO0,38.7,85241
7.015,BARO0,38.67,85244
7.025,BARO0,38.69,85211
7.035,BARO0,38.69,85202
7.045,BARO0,38.68,85168
7.055,BARO0,38.68,85186
7.065,BARO0,38.68,85179
7.075,BARO0,38.68,85077
7.085,BARO0,38.67,85083
7.095,BARO0,38.66,85007
7.105,BARO0,38.68,85032
7.115,BARO0,38.67,84954
7.125,BARO0,38.67,84947
7.135,BARO0,38.67,84949
7.145,BARO0,38.68,84901
7.155,BARO0,38.68,84897
7.165,BARO0,38.67,84835
7.175,BARO0,38.66,84845
7.185,BARO0,38.67,84799
7.195,BARO0,38.66,84790
7.205,BARO0,38.66,84750
7.215,BARO0,38.67,84751
7.225,BARO0,38.67,84721
7.235,BARO0,38.66,84673
7.245,BARO0,38.66,84676
7.255,BARO0,38.65,84572
7.265,BARO0,38.67,84606
7.275,BARO0,38.64,84565
7.285,BARO0,38.67,84629
7.295,BARO0,38.66,84569
7.305,BARO0,38.66,84514
7.315,BARO0,38.66,84492
7.325,BARO0,38.65,84437
7.335,BARO0,38.65,84456
7.345,BARO0,38.66,84433
7.355,BARO0,38.65,84407
7.365,BARO0,38.64,84358
7.375,BARO0,38.65,84401
